	715.6	700.4	693	693	695.8	698	697.6	696.4	696.6	692.2	695	693.6	694.2	692.8	695.4	693.6	695	688.2	692.4	693.8
	6608.2	6829	6625.6	6665.2	6646.4	6638.2	6681.6	6640.6	6689	6673.6	6661.6	6629.6	6656	6628.8	6631	6665.8	6665.6	6704.2	6629	6644.8
	14010.4	14054	14058.2	14063.2	14031.6	14028	14055.4	14155.8	14066.8	14053.6	14046.8	14060	14101.4	14046.2	14073.2	14101.6	14019.4	14112.2	14042.2	14062.8
	20777	20764.6	20774	20814.8	20798.2	20815	20766.6	20751	20723	20780.4	20799.6	20939.8	20759	20772.2	20824.8	20859.6	20829.8	20823.8	20780	20809.6
	35670.4	35677.8	35700.4	35731	35752.6	35665.8	35712.4	35723	35774.4	35749.2	35738.8	35712	35688	36320.4	35711	35719.6	35729	35705.4	35780.6	35732.4
	43800.8	44064.2	44194	43987	44172	44098.4	44197.6	44031.2	44231	44188.8	45339	44138.2	44086.6	44142.8	44222.4	44113.6	44058.8	44014	44121.2	44160.4
	172889	173416	173301	173252	173405	173365	173346	173378	173513	173524	173956	175382	177348	175807	176031	173782	175982	176712	174214	176067
	137310	138723	135838	138285	138578	138275	135585	137857	137934	137795	136859	140174	141961	144393	142590	142845	143230	140730	147534	146474
	204996	208825	210081	202374	208013	205799	209107	206239	212003	213282	209919	346843	357349	354640	371841	364806	293396	320305	359219	360966
	387359	363558	380232	352488	310888	383151	298615	211880	209632	208234	208436	208323	208584	208283	207949	207592	207574	208068	208496	208118
	216307	216588	220607	219708	219870	219946	219397	219271	219406	219048	218905	218972	219701	230479	229733	229506	230013	230586	230744	228850
	240073	245630	246665	245857	232738	232451	232263	231615	232639	232582	232495	231769	232376	233077	232528	233688	233637	233866	233398	234260
	243944	246486	246370	246983	247808	246976	247218	245666	245353	245726	246840	245866	247760	245393	246328	245594	245143	245247	245326	250742
	246410	247092	247363	247599	248100	246776	247990	246618	258960	259598	253659	259514	258976	259472	258744	259353	258638	246196	245901	247346
	273403	279029	276015	275199	274134	286756	288140	286408	285328	286243	286100	283888	286154	288426	282076	285352	286294	280549	272547	272281
	279059	274861	275496	275509	281982	275129	275127	274900	275069	287653	286865	287150	286502	287278	285325	286056	292757	287720	290136	287970
	408116	422269	422323	425920	423024	439761	442642	445175	457489	449574	419835	420219	421045	416921	426114	419468	521545	527592	526628	503190
	449007	457442	453984	451266	458616	453259	488877	486852	506278	504656	493911	579470	581939	555194	456225	463279	456195	494984	494004	456585
	477568	481123	480609	478839	480770	480380	481156	481966	479917	480222	480973	481996	480211	480428	481498	475800	478865	482148	474327	474040
	511437	515168	516834	510769	517819	519182	514953	508057	507251	520752	518933	519145	518540	511230	511832	510076	641017	643785	634677	637674
	672112	653179	537906	548548	548710	549496	541328	537986	538249	539536	540067	575703	572478	571975	574519	605291	590420	592596	591348	541945
	538553	538976	542257	575434	574043	566981	533270	533190	532705	532966	534553	527605	529938	565304	562402	565023	562156	662675	684287	680885
	571409	579832	716942	716536	584341	579505	584127	581439	582215	583272	586494	624877	614959	621316	581592	592726	582064	575237	572720	615950
	664221	622814	624575	623600	623114	620015	621196	624867	625790	624582	628529	619266	628054	618186	624006	625397	624785	619927	620379	625565
	681.6	672.4	673	673.2	672.8	672.6	673.2	678	673.4	685.8	670.6	670.8	673	670.6	671.6	671.6	671.8	672.4	685.2	672.2
	866	867.2	864.2	863	864	863.2	863.2	863.2	864	872.2	873.2	877	867.6	864.2	862.2	864.4	897	863.8	864.8	865.2
	14563.2	14541.2	14440.8	14433.2	14429.4	14419.4	14433.6	14435	14421.2	14435.6	14448.4	14425.4	14441	14432	14448.2	14404.6	14434.6	14448.2	14435	14443
	326867	326803	328154	326577	327880	328926	329082	326499	425784	406896	404959	400764	404147	403745	404504	406161	415476	328812	330660	331033
	659671	660068	650863	649480	658286	656781	659670	660834	650401	656352	643972	640224	654328	653909	647469	641677	655152	647004	657433	645936
	772756	769188	788362	767148	781913	779754	781536	821944	819537	821880	779933	775862	784378	793014	786967	783101	791000	780051	808294	818797
	913760	913681	876546	876507	854323	850494	850898	852219	850441	850690	858222	861146	917050	914018	928427	911750	895390	854157	855906	876507
	940926	877995	874991	897904	889791	882922	883792	903069	893779	1.12119e+06	949483	889359	938604	885751	881039	902414	884313	957777	886517	949442
	1.97501e+06	1.66461e+06	1.64818e+06	1.63809e+06	1.65005e+06	1.63994e+06	1.63658e+06	1.64454e+06	1.65884e+06	1.65002e+06	1.66961e+06	1.68105e+06	1.66617e+06	1.68886e+06	1.78102e+06	1.64845e+06	1.66689e+06	1.65085e+06	1.68956e+06	1.64864e+06
	14694.2	14672.2	14683.2	14668.2	14681.6	14675.2	14673.4	14673.8	14679.6	14683	14701.2	14681.8	14669.2	14659	14707	14665.6	14683.2	14655	14673.6	14657.6
	18739.2	18741.2	18759	18760.6	18705	18728	18682.4	18725.6	18721.8	18724.2	18749.4	18756.8	18699.2	18701.2	18703.2	18706.4	18713.2	18675.4	18679.8	18742.6
	36650.6	36626	36682.2	36672.6	36685	36761.8	36661.6	36703.4	36669.8	36528.6	36507.4	36502.2	36419.8	36516.4	36427.4	36486.6	36627.4	36696.4	36651	36810.4
	334759	334814	336569
